"FoodID","FoodCode","FoodDescription","FoodGroupID"
"2062","2062","Coleslaw (cabbage salad), with dressing, homemade","11"
"2063","2063","Collards, raw","11"
"2064","2064","Collards, boiled, drained","11"
"2065","2065","Collards, frozen, unprepared","11"
"2066","2066","Collards, frozen, boiled, drained","11"
"2067","2067","Coriander (cilantro), raw","11"
"2068","2068","Corn, sweet, yellow, on or off the cob, boiled, drained","11"
"2069","2069","Corn, sweet, canned, brine pack, solids and liquid","11"
"2070","2070","Corn, sweet, canned, brine pack, drained solids","11"
"2071","2071","Corn, sweet, frozen, kernels on the cob, boiled, drained","11"
"2072","2072","Corn with red or green peppers, canned, solids and liquid","11"
"2073","2073","Cornsalad (lamb's lettuce), raw","11"
"2074","2074","Cowpeas (black-eyed peas), immature seeds, raw","11"
"2075","2075","Cowpeas (black-eyed peas), immature seeds, boiled, drained","11"
"2076","2076","Cowpeas (black-eyed peas), immature seeds, frozen, unprepared","11"
"2077","2077","Cowpeas (black-eyed peas), immature seeds, frozen, boiled, drained","11"
"2078","2078","Cowpeas, young pods with seeds, raw","11"
"2079","2079","Cowpeas, young pods with seeds, boiled, drained","11"
"2080","2080","Beans, yardlong, (asparagus bean or cowpea), raw","11"
"2081","2081","Beans, yardlong, (asparagus bean or cowpea), boiled, drained","11"
"2082","2082","Cowpeas, leafy tips, raw","11"
"2083","2083","Cowpeas, leafy tips, boiled, drained","11"
"2084","2084","Cress, garden, raw","11"
"2085","2085","Cress, garden, boiled, drained","11"
"2086","2086","Dandelion greens, raw","11"
"2087","2087","Dandelion greens, boiled, drained","11"
"2088","2088","Eggplant (aubergine, brinjal), raw","11"
"2089","2089","Eggplant (aubergine, brinjal), boiled, drained","11"
"2090","2090","Escarole or endive (cichorium endivia), raw","11"
"2091","2091","Ginger root, raw","11"
"2092","2092","Gourd, white flowered (calabash gourd), raw","11"
"2093","2093","Gourd, white flowered (calabash gourd), boiled, drained","11"
"2094","2094","Gourd, dishcloth (towelgourd), raw","11"
"2095","2095","Gourd, dishcloth (towelgourd), boiled, drained","11"
"2096","2096","Drumstick (horseradish-tree), leaves, raw","11"
"2097","2097","Drumstick (horseradish-tree), leaves, boiled, drained","11"
"2098","2098","Beans, hyacinth, raw","11"
"2099","2099","Beans, hyacinth, boiled, drained","11"
"2100","2100","Jerusalem artichoke (sunchoke), raw","11"
"2101","2101","Jew's ear (cloud or wood ear, pepeao), raw","11"
"2102","2102","Jew's ear (cloud or wood ear, pepeao), dried","11"
"2103","2103","Jute, potherb, raw","11"
"2104","2104","Jute, potherb, boiled, drained","11"
"2105","2105","Kale, boiled, drained","11"
"2106","2106","Kale, frozen, unprepared","11"
"2107","2107","Kale, frozen, boiled, drained","11"
"2108","2108","Kanpyo (dried gourd strips)","11"
"2109","2109","Kohlrabi, raw","11"
"2110","2110","Kohlrabi, boiled, drained","11"
"2111","2111","Lambsquarters, raw","11"
"2112","2112","Lambsquarters, boiled, drained","11"
"2113","2113","Lentils, sprouted, raw","11"
"2114","2114","Lentils, sprouted, stir-fried, no fat added","11"
"2115","2115","Lettuce, butterhead (Boston, bibb)","11"
"2116","2116","Lettuce, cos or romaine","11"
"2117","2117","Lettuce, looseleaf","11"
"2118","2118","Lotus root, raw","11"
"2119","2119","Lotus root, boiled, drained","11"
"2123","2123","Mushroom, boiled, drained","11"
"2124","2124","Mushroom, shiitake, dried","11"
"2125","2125","Mushroom, shiitake, cooked","11"
"2126","2126","Mustard greens, raw","11"
"2127","2127","Mustard greens, boiled, drained","11"
"2128","2128","Mustard greens, frozen, unprepared","11"
"2129","2129","Mustard greens, frozen, boiled, drained","11"
"2130","2130","Mustard spinach (tendergreen), raw","11"
"2131","2131","Mustard spinach (tendergreen), boiled, drained","11"
"2132","2132","New Zealand spinach, raw","11"
"2133","2133","New Zealand spinach, boiled, drained","11"
"2134","2134","Okra (gumbo), raw","11"
"2135","2135","Okra (gumbo), boiled, drained","11"
"2136","2136","Okra (gumbo), frozen, unprepared","11"
"2137","2137","Okra (gumbo), frozen, boiled, drained","11"
"2138","2138","Onion, dehydrated flakes","11"
"2139","2139","Onion, canned, solids and liquid","11"
"2140","2140","Onion, frozen, chopped, unprepared","11"
"2141","2141","Onion, frozen, chopped, boiled, drained","11"
"2142","2142","Onion, frozen, whole, unprepared","11"
"2143","2143","Onion, frozen, whole, boiled, drained","11"
"2144","2144","Onion, spring (green) or scallion (includes tops and bulb), raw","11"
"2145","2145","Onion, Welsh, raw","11"
"2146","2146","Peas, edible-podded (snow peas), boiled, drained","11"
"2147","2147","Peas, edible-podded (snow peas), frozen, unprepared","11"
"2148","2148","Peas, edible-podded (snow peas), frozen, boiled, drained","11"
"2149","2149","Peas, green, canned, solids and liquid","11"
"2150","2150","Peas, green, canned, seasoned, solids and liquid","11"
"2151","2151","Peas, green, frozen, unprepared","11"
"2152","2152","Peas, mature seeds, sprouted, raw","11"
"2153","2153","Peas, mature seeds, sprouted, boiled, drained","11"
"2154","2154","Peas and carrots, canned, solids and liquid","11"
"2155","2155","Peas and carrots, frozen, unprepared","11"
"2156","2156","Peas and carrots, frozen, boiled, drained","11"
"2157","2157","Peas and onions, canned, solids and liquid","11"
"2158","2158","Peas and onions, frozen, unprepared","11"
"2159","2159","Peas and onions, frozen, boiled, drained","11"
"2160","2160","Pepper, hot chili, red or green, canned, solids and liquid","11"
"2161","2161","Pepper, sweet, green, canned, solids and liquid","11"
"2162","2162","Peas, pigeon, raw","11"
"2163","2163","Peas, pigeon, boiled, drained","11"
"2164","2164","Poi","11"
"2165","2165","Pokeberry shoots, raw","11"
"2166","2166","Pokeberry shoots, boiled, drained","11"
"2167","2167","Potato, boiled with skin, skin only","11"
"2168","2168","Potato, hashed-brown, homemade","11"
"2169","2169","Potato, mashed, homemade, prepared with whole milk and margarine","11"
"2170","2170","Potato, scalloped, homemade, with butter","11"
"2171","2171","Potato, au gratin, homemade, with butter","11"
"2172","2172","Potato, canned, solids and liquid","11"
"2173","2173","Potato, mashed, dehydrated, granules without milk, unprepared","11"
"2174","2174","Potato, mashed, dehydrated, granules without milk, whole milk and butter added","11"
"2175","2175","Potato, mashed, dehydrated, granules with milk, unprepared","11"
"2176","2176","Potato, mashed, dehydrated, granules with milk, water and margarine added","11"
"2177","2177","Potato, au gratin, dry mix, unprepared","11"
"2178","2178","Potato, au gratin, dry mix, prepared with water, whole milk and butter","11"
"2179","2179","Potato, hashed brown, frozen, with butter sauce, unprepared","11"
"2180","2180","Potato, hashed brown, frozen, with butter sauce, prepared","11"
"2181","2181","Potato, O'brien, frozen, unprepared","11"
"2182","2182","Potato, O'brien, frozen, prepared","11"
"2183","2183","Potato, whole, peeled, frozen, unprepared","11"
"2184","2184","Potato, whole, frozen, boiled, drained","11"
"2185","2185","Potato, french-fried, frozen, restaurant prepared, fried in vegetable oil and animal fat","11"
"2186","2186","Potato, french-fried, frozen, extruded, unprepared","11"
"2187","2187","Potato salad, homemade","11"
"2188","2188","Pumpkin flowers, raw","11"
"2189","2189","Pumpkin flowers, boiled, drained","11"
"2190","2190","Pumpkin leaves, raw","11"
"2191","2191","Pumpkin leaves, boiled, drained","11"
"2192","2192","Pumpkin, canned","11"
"2193","2193","Pumpkin pie mix, canned","11"
"2194","2194","Purslane, raw","11"
"2195","2195","Purslane, boiled, drained","11"
"2196","2196","Radish, oriental (daikon), raw","11"
"2197","2197","Radish, oriental (daikon), boiled, drained","11"
"2198","2198","Radish, oriental (daikon), dried","11"
"2199","2199","Salsify (oysterplant, vegetable oyster), raw","11"
"2200","2200","Salsify (oysterplant, vegetable oyster), boiled, drained","11"
"2201","2201","Sauerkraut, canned, solids and liquid","11"
"2202","2202","Seaweed, agar, raw","11"
"2203","2203","Seaweed, irishmoss, raw","11"
"2204","2204","Seaweed, kelp (kombu, tangle), raw","11"
"2205","2205","Seaweed, dulse (laver, nori), raw","11"
"2206","2206","Sesbania flowers, raw","11"
"2207","2207","Sesbania flowers, steamed","11"
"2208","2208","Soybeans, green (edamame), raw","11"
"2209","2209","Soybeans, green (edamame), boiled, drained","11"
"2210","2210","Soybeans, mature seeds, sprouted, bean sprouts, raw","11"
"2211","2211","Soybeans, mature seeds, sprouted, bean sprouts, steamed","11"
"2212","2212","Soybeans, mature seeds, sprouted, bean sprouts, stir-fried, no fat added","11"
"2213","2213","Spinach, raw","11"
"2214","2214","Spinach, boiled, drained","11"
"2215","2215","Spinach, canned, solids and liquid","11"
"2216","2216","Spinach, frozen, unprepared","11"
"2217","2217","Spinach, frozen, boiled, drained","11"
"2218","2218","Squash, summer, crookneck, raw","11"
"2219","2219","Squash, summer, crookneck, boiled, drained","11"
"2220","2220","Squash, summer, crookneck, canned, drained solids","11"
"2221","2221","Squash, summer, crookneck, frozen, unprepared","11"
"2222","2222","Squash, summer, crookneck, frozen, boiled, drained","11"
"2223","2223","Squash, summer, scallop, raw","11"
"2224","2224","Squash, summer, scallop, boiled, drained","11"
"2225","2225","Squash, summer, zucchini, raw","11"
"2226","2226","Squash, summer, zucchini, boiled, drained","11"
"2227","2227","Squash, summer, zucchini, frozen, unprepared","11"
"2228","2228","Squash, summer, zucchini, frozen, boiled, drained","11"
"2229","2229","Squash, summer, zucchini in tomato juice, canned","11"
"2230","2230","Succotash, raw","11"
"2231","2231","Succotash, boiled, drained","11"
"2232","2232","Succotash, canned with cream style corn","11"
"2233","2233","Succotash, canned with whole kernel corn, solids and liquid","11"
"2234","2234","Succotash, frozen, unprepared","11"
"2235","2235","Succotash, frozen, boiled, drained","11"
"2236","2236","Swamp cabbage (skunk cabbage, water convulvolus), raw","11"
"2237","2237","Swamp cabbage (skunk cabbage, water convulvolus), boiled, drained","11"
"2238","2238","Sweet potato leaves, raw","11"
"2239","2239","Sweet potato leaves, steamed","11"
"2240","2240","Sweet potato, raw","11"
"2241","2241","Sweet potato, baked, skin removed after baking","11"
"2242","2242","Sweet potato, boiled without skin","11"
"2243","2243","Sweet potato, canned, vacuum pack","11"
"2244","2244","Sweet potato, canned, mashed","11"
"2245","2245","Sweet potato, frozen, unprepared","11"
"2246","2246","Sweet potato, frozen, baked","11"
"2247","2247","Taro, raw","11"
"2248","2248","Taro, cooked","11"
"2249","2249","Taro leaves, raw","11"
"2250","2250","Taro leaves, steamed","11"
"2251","2251","Taro shoots, raw","11"
"2252","2252","Taro shoots, cooked","11"
"2253","2253","Taro, Tahitian, raw","11"
"2254","2254","Taro, Tahitian, cooked","11"
"2255","2255","Tomato, green, raw","11"
"2257","2257","Tomato, red, ripe, canned with green chilies","11"
"2258","2258","Tomato products, canned, paste, no added salt","11"
"2259","2259","Tomato products, canned, puree, no salt added","11"
"2260","2260","Tomato powder","11"
"2261","2261","Tomato products, canned, sauce, with onions","11"
"2262","2262","Turnip, boiled, drained","11"
"2263","2263","Turnip greens, raw","11"
"2264","2264","Turnip greens, boiled, drained","11"
"2265","2265","Turnip greens, canned, solids and liquid","11"
"2266","2266","Turnip greens, frozen, unprepared","11"
"2267","2267","Turnip greens, frozen, boiled, drained","11"
"2268","2268","Turnip greens and turnips, frozen, unprepared","11"
"2269","2269","Turnip greens and turnips, frozen, boiled, drained","11"
"2270","2270","Vegetables, mixed, canned, solids and liquid","11"
"2271","2271","Vegetables, mixed, frozen, unprepared","11"
"2272","2272","Vegetables, mixed, frozen, boiled, drained","11"
"2273","2273","Vine spinach, raw","11"
"2274","2274","Waterchestnuts, Chinese, raw","11"
"2275","2275","Waterchestnuts, Chinese, canned, solids and liquid","11"
"2276","2276","Watercress, raw","11"
"2277","2277","Waxgourd (Chinese preserving melon), raw","11"
"2278","2278","Waxgourd (Chinese perserving melon), boiled, drained","11"
"2279","2279","Winged beans (goa bean), green, raw","11"
"2280","2280","Winged beans (goa bean), green, boiled, drained","11"
"2281","2281","Winged beans (goa bean) leaves, raw","11"
"2282","2282","Winged beans (goa bean) tuber, raw","11"
"2283","2283","Yam, raw","11"
"2284","2284","Yam, boiled, drained or baked","11"
"2285","2285","Yambean (jimaca), tuber, raw","11"
"2286","2286","Yambean (jimaca), tuber, boiled, drained","11"
"2287","2287","Borage, raw","11"
"2288","2288","Borage, boiled, drained","11"
"2289","2289","Chives, freeze-dried","11"
"2290","2290","Dock (sorrel), raw","11"
"2291","2291","Dock (sorrel), boiled, drained","11"
"2292","2292","Eppaw, raw","11"
"2293","2293","Drumstick (horseradish-tree), pods, raw","11"
"2294","2294","Drumstick (horseradish-tree), pods, boiled, drained","11"
"2295","2295","Kale, scotch, raw","11"
"2296","2296","Kale, scotch, boiled, drained","11"
"2297","2297","Leeks (bulb and lower-leaf portion), freeze-dried","11"
"2298","2298","Parsley, freeze-dried","11"
"2299","2299","Beans, mung, mature seeds, sprouted, bean sprouts, canned, drained","11"
"2300","2300","Pepper, sweet, green, freeze-dried","11"
"2301","2301","Radish, white icicle, raw","11"
"2302","2302","Shallot, freeze-dried","11"
"2303","2303","Squash, summer, all varieties, raw","11"
"2304","2304","Squash, summer, all varieties, boiled, drained","11"
"2305","2305","Squash, winter, all varieties, raw","11"
"2306","2306","Squash, winter, all varieties, baked","11"
"2307","2307","Sweet potato, canned, syrup pack, solids and liquid","11"
"2308","2308","Sweet potato, canned, syrup pack, drained solids","11"
"2309","2309","Tomato products, canned, sauce, spanish style","11"
"2310","2310","Beans, pinto, mature seeds, sprouted, raw","11"
"2311","2311","Beans, pinto, mature seeds, sprouted, boiled, drained","11"
"2312","2312","Carrot juice, canned","11"
"2313","2313","Corn pudding , homemade","11"
"2314","2314","Potato, mashed, homemade, prepared with whole milk","11"
"2315","2315","Spinach souffle, homemade","11"
"2316","2316","Sweet potato, cooked, candied, homemade","11"
"2317","2317","Tomato, red, ripe, stewed (scalloped with breadcrumbs)","11"
"2318","2318","Seaweed, agar, dried","11"
"2319","2319","Seaweed, spirulina, raw","11"
"2320","2320","Seaweed, spirulina, dried","11"
"2321","2321","Seaweed, wakame, raw","11"
"2322","2322","Pepper, hot chili, red or green, raw","11"
"2323","2323","Potato, O'brien, homemade","11"
"2324","2324","Potato pancake, homemade","11"
"2325","2325","Radish seeds, sprouted, with seed, raw","11"
"2326","2326","Shallot, raw","11"
"2327","2327","Artichoke (Globe, French), boiled, drained, with salt","11"
"2328","2328","Beans, snap (Italian, green or yellow), frozen, boiled, with salt","11"
"2330","2330","Beans, snap, yellow, frozen, boiled, with salt","11"
"2331","2331","Broccoli, frozen, spears, boiled, drained, with salt","11"
"2332","2332","Collards, boiled, drained, with salt","11"
"2333","2333","Cowpeas, boiled, drained, with salt","11"
"2335","2335","Potato, mashed, dehydrated, granules without milk, prepared with whole milk and margarine","11"
"2336","2336","Potato, mashed, homemade, prepared with whole milk and butter","11"
"2337","2337","Pickles, cucumber, sweet","11"
"2338","2338","Pickles, cucumber, sour","11"
"2339","2339","Pickle relish, hot dog","11"
"2340","2340","Pickle relish, sweet","11"
"2341","2341","Pickles, cucumber, sour, low sodium","11"
"2342","2342","Pickles, cucumber, sweet, low sodium","11"
"2343","2343","Mushroom, enoki, raw","11"
"2344","2344","Pepper, sweet, yellow, raw","11"
"2345","2345","Radicchio, raw","11"
"2346","2346","Squash, summer, zucchini, baby, raw","11"
"2347","2347","Tomatillo, raw","11"
"2348","2348","Tomato, sun-dried","11"
"2349","2349","Tomato, sun-dried, packed in oil, drained","11"
"2350","2350","Fennel, bulb, raw","11"
"2351","2351","Pickle relish, hamburger","11"
"2352","2352","Arugula, raw","11"
"2353","2353","Carrot, baby, raw","11"
"2354","2354","Hearts of palm, canned","11"
"2355","2355","Pepper, hot chili, red, sun-dried","11"
"2356","2356","Nopales (prickly pear), raw","11"
"2357","2357","Nopales (prickly pear), cooked","11"
"2358","2358","Cauliflower, green, raw","11"
"2359","2359","Cauliflower, green, boiled","11"
"2360","2360","Cauliflower, green, boiled, with salt","11"
"2361","2361","Cabbage, raw","11"
"2362","2362","Cabbage, boiled, drained","11"
"2363","2363","Cucumber, raw","11"
"2364","2364","Artichoke (Globe, French), raw","11"
"2365","2365","Artichoke (Globe, French), boiled, drained","11"
"2366","2366","Asparagus, canned, drained solids","11"
"2367","2367","Bamboo shoots, canned, drained solids","11"
"2368","2368","Beans, lima, baby, frozen, unprepared","11"
"2369","2369","Beans, lima, baby, frozen, boiled, drained","11"
"2370","2370","Beans, snap (Italian, green or yellow), raw","11"
"2371","2371","Beans, snap (Italian, green or yellow), boiled, drained","11"
"2372","2372","Beans, snap (Italian, green or yellow), canned, drained solids","11"
"2373","2373","Beets, canned, drained solids","11"
"2374","2374","Broccoli, raw","11"
"2375","2375","Broccoli, boiled, drained","11"
"2376","2376","Broccoli, frozen, chopped, unprepared","11"
"2377","2377","Broccoli, frozen, chopped, boiled, drained","11"
"2378","2378","Brussels sprouts, raw","11"
"2379","2379","Brussels sprouts, boiled, drained","11"
"2380","2380","Carrot, raw","11"
"2381","2381","Carrot, boiled, drained","11"
"2382","2382","Carrot, canned, drained solids","11"
"2383","2383","Carrot, frozen, unprepared","11"
"2384","2384","Carrot, frozen, boiled, drained","11"
"2385","2385","Cauliflower, raw","11"
"2386","2386","Celery, raw","11"
"2387","2387","Celery, boiled, drained","11"
"2388","2388","Corn, sweet, yellow, raw","11"
"2389","2389","Corn, sweet, canned, cream style","11"
"2390","2390","Corn, sweet, canned, vacuum pack, niblets","11"
"2391","2391","Corn, sweet, yellow, frozen, kernels cut off the cob, unprepared","11"
"2392","2392","Corn, sweet, yellow, frozen, kernels cut off the cob, boiled, drained","11"
"2393","2393","Corn, sweet, frozen, kernels on the cob, unprepared","11"
"2394","2394","Garlic, raw","11"
"2395","2395","Kale, raw","11"
"2396","2396","Leeks (bulb and lower-leaf portion), raw","11"
"2397","2397","Leeks (bulb and lower-leaf portion), boiled, drained","11"
"2398","2398","Lettuce, iceberg","11"
"2399","2399","Mushroom, white, raw","11"
"2400","2400","Mushroom, canned, drained solids","11"
"2401","2401","Onion, raw","11"
"2402","2402","Onion, boiled, drained","11"
"2403","2403","Onion rings, breaded, par-fried, frozen, unprepared","11"
"2404","2404","Onion rings, breaded, par fried, frozen, heated in oven","11"
"2405","2405","Parsley, fresh","11"
"2406","2406","Parsnip, raw","11"
"2407","2407","Parsnip, boiled, drained","11"
"2408","2408","Peas, edible-podded (snow peas), raw","11"
"2409","2409","Peas, green, raw","11"
"2410","2410","Peas, green, boiled, drained","11"
"2411","2411","Peas, green, canned, drained solids","11"
"2412","2412","Peas, green, frozen, boiled, drained","11"
"2413","2413","Pepper, sweet, green, raw","11"
"2414","2414","Pepper, sweet, green, boiled, drained","11"
"2415","2415","Pepper, sweet, green, frozen, chopped, unprepared","11"
"2416","2416","Pepper, sweet, green, frozen, chopped, boiled, drained","11"
"2417","2417","Potato, flesh, raw","11"
"2418","2418","Potato, skin, raw","11"
"2419","2419","Potato, flesh, baked","11"
"2420","2420","Potato, skin, baked","11"
"2421","2421","Potato, boiled with skin, flesh","11"
"2422","2422","Potato, boiled without skin, flesh","11"
"2423","2423","Potato, flesh, cooked in skin, microwaved","11"
"2424","2424","Potato, skin, cooked in skin, microwaved","11"
"2425","2425","Potato, canned, drained solids","11"
"2426","2426","Potato, mashed, flakes without milk, dry","11"
"2427","2427","Potato, mashed, prepared from flakes without milk, whole milk and butter added","11"
"2428","2428","Potato, scalloped, dry mix, unprepared","11"
"2429","2429","Potato, scalloped, dry mix, prepared with water, whole milk and butter","11"
"2430","2430","Potato, hashed brown, frozen, plain, unprepared","11"
"2431","2431","Potato, hashed brown, frozen, plain, prepared","11"
"2432","2432","Potato puff, frozen, unprepared","11"
"2433","2433","Potato puff, frozen, prepared","11"
"2434","2434","Potato, french-fried, frozen, unprepared","11"
"2435","2435","Potato, french-fried, frozen, all types, salt added in processing, home-prepared, heated in oven","11"
"2436","2436","Potato, french-fried, frozen, restaurant prepared, fried in vegetable oil","11"
"2437","2437","Potato, french-fried, frozen, cottage cut, salt not added in processing, unprepared","11"
"2438","2438","Potato, french-fried, frozen, cottage cut, salt not added in processing, heated in oven","11"
"2439","2439","Potato, french-fried, frozen, extruded, heated in oven","11"
"2440","2440","Potato flour","11"
"2441","2441","Pumpkin, raw","11"
"2442","2442","Pumpkin, boiled, drained","11"
"2443","2443","Radish, raw","11"
"2444","2444","Rutabaga (swede), raw","11"
"2445","2445","Rutabaga (swede), boiled, drained","11"
"2447","2447","Spinach, canned, drained solids","11"
"2448","2448","Squash, winter, acorn, raw","11"
"2449","2449","Squash, winter, acorn, baked","11"
"2450","2450","Squash, winter, acorn, boiled, mashed","11"
"2451","2451","Squash, winter, butternut, raw","11"
"2452","2452","Squash, winter, butternut, baked","11"
"2453","2453","Squash, winter, butternut, frozen, unprepared","11"
"2454","2454","Squash, winter, butternut, frozen, boiled","11"
"2455","2455","Squash, winter, hubbard, raw","11"
"2456","2456","Squash, winter, hubbard, baked","11"
"2457","2457","Squash, winter, hubbard, boiled, mashed","11"
"2458","2458","Squash, winter, spaghetti, raw","11"
"2459","2459","Squash, winter, spaghetti, baked or boiled, drained","11"
"2460","2460","Tomato, red, ripe, raw, year round average","11"
"2461","2461","Tomato, red, ripe, boiled","11"
"2462","2462","Tomato, red, ripe, canned, whole","11"
"2463","2463","Tomato, red, ripe, canned, stewed","11"
"2464","2464","Juice, tomato, canned","11"
"2465","2465","Tomato products, canned, sauce","11"
"2466","2466","Tomato products, canned, sauce with mushrooms","11"
"2467","2467","Tomato products, canned, sauce with herbs and cheese","11"
"2468","2468","Tomato products, canned, sauce with onions, green peppers and celery","11"
"2469","2469","Tomato products, canned, sauce with tomato tidbits","11"
"2470","2470","Turnip, raw","11"
"2471","2471","Turnip, frozen, unprepared","11"
"2472","2472","Turnip, frozen, boiled, drained","11"
"2473","2473","Vegetable juice cocktail, canned","11"
"2474","2474","Vegetables, mixed, canned, drained solids","11"
"2475","2475","Beets, harvard, canned, solids and liquid","11"
"2476","2476","Beets, pickled, canned, solids and liquid","11"
"2477","2477","Pepper, jalapeno, canned, solids and liquid","11"
"2478","2478","Potato, flesh and skin, baked","11"
"2479","2479","Potato, flesh and skin, cooked in skin, microwaved","11"
"2480","2480","Broccoli, boiled, drained, with salt","11"
"2481","2481","Celery, boiled, drained, with salt","11"
"2482","2482","Corn, sweet, yellow, frozen, kernels cut off the cob, boiled, drained, with salt","11"
"2483","2483","Onion, boiled, drained, with salt","11"
"2484","2484","Pepper, sweet, red, raw","11"
"2485","2485","Pepper, sweet, green, boiled, drained, with salt","11"
"2486","2486","Pepper, sweet, red, boiled, drained","11"
"2487","2487","Pepper, sweet, red, boiled, drained, with salt","11"
"2490","2490","Tomato, red, ripe, boiled, with salt","11"
"2491","2491","Corn, sweet, white, frozen, kernels off cob, unprepared","11"
"2492","2492","Corn, sweet, white, frozen, kernels off cob, boiled, drained","11"
"2493","2493","Corn, sweet, white, frozen, kernels off cob, boiled, drained, with salt","11"
"2494","2494","Tomato ketchup (catsup)","11"
"2495","2495","Pickles, cucumber, dill (includes Kosher and Polish)","11"
"2496","2496","Pimento, canned","11"
"2497","2497","Pickles, cucumber, dill, low sodium","11"
"2498","2498","Tomato ketchup (catsup), low sodium","11"
"2499","2499","Seaweed, dulse (laver, nori), dried","11"
"2500","2500","Beets, raw","11"
"2501","2501","Beets, boiled, drained","11"
"2502","2502","Fiddlehead greens (ferns), frozen, unprepared","11"
"2505","2505","Potato, flesh and skin, raw","11"
"2506","2506","Potato, boiled, flesh and skin","11"
"2507","2507","Seeds, breadfruit seeds, raw","12"
"2508","2508","Seeds, breadfruit seeds, boiled","12"
"2509","2509","Seeds, breadnuttree seeds, raw","12"
"2510","2510","Seeds, breadnuttree seeds, dried","12"
"2511","2511","Seeds, chia seeds, dried","12"
"2512","2512","Seeds, cottonseed flour, partially defatted","12"
"2513","2513","Seeds, cottonseed flour, low fat","12"
"2514","2514","Seeds, cottonseed meal, partially defatted","12"
"2515","2515","Seeds, lotus seeds, dried","12"
"2516","2516","Seeds, pumpkin and squash seed kernels, dried","12"
"2517","2517","Seeds, pumpkin and squash seed kernels, roasted","12"
"2518","2518","Seeds, safflower seed kernels, dried","12"
"2519","2519","Seeds, safflower seed meal, partially defatted","12"
"2521","2521","Seeds, sesame seeds, whole, roasted and toasted","12"
"2522","2522","Seeds, sesame seed kernels, toasted, shelled","12"
"2523","2523","Seeds, sesame flour, partially defatted","12"
"2524","2524","Seeds, sesame flour, low fat","12"
"2525","2525","Seeds, sesame meal, partially defatted","12"
"2526","2526","Seeds, sunflower seed kernels, dried","12"
"2527","2527","Seeds, sunflower seed kernels, dry roasted","12"
"2528","2528","Seeds, sunflower seed kernels, toasted","12"
"2529","2529","Seeds, sunflower seed butter","12"
"2530","2530","Seeds, sunflower seed flour, partially defatted","12"
"2531","2531","Nuts, acorns, raw","12"
"2532","2532","Nuts, acorns, dried","12"
"2533","2533","Nuts, acorn flour, full-fat","12"
"2534","2534","Nuts, almonds, dried, unblanched, unroasted","12"
"2535","2535","Nuts, almonds, dried, blanched, unroasted","12"
"2536","2536","Nuts, almonds, dry roasted, unblanched","12"
"2537","2537","Nuts, almonds, oil roasted, unblanched","12"
"2538","2538","Nuts, almonds, oil roasted, blanched","12"
"2539","2539","Nuts, almonds, toasted, unblanched","12"
"2540","2540","Nuts, almond paste, sweetened","12"
"2543","2543","Nuts, beechnuts, dried","12"
"2544","2544","Nuts, brazilnuts, dried, unblanched","12"
"2545","2545","Nuts, butternuts (long walnuts), dried","12"
"2546","2546","Nuts, cashew nuts, dry roasted","12"
"2547","2547","Nuts, cashew nuts, oil roasted","12"
"2548","2548","Nuts, cashew butter, plain","12"
"2549","2549","Nuts, Chinese chestnuts, raw","12"
"2550","2550","Nuts, Chinese chestnuts, dried","12"
"2551","2551","Nuts, Chinese chestnuts, boiled and steamed","12"
"2552","2552","Nuts, Chinese chestnuts, roasted","12"
"2553","2553","Nuts, European chestnuts (sweet), raw, unpeeled","12"
"2554","2554","Nuts, European chestnuts (sweet), raw, peeled","12"
"2555","2555","Nuts, European chestnuts (sweet), dried, unpeeled","12"
"2556","2556","Nuts, European chestnuts (sweet), dried, peeled","12"
"2557","2557","Nuts, European chestnuts (sweet), boiled and steamed","12"
"2558","2558","Nuts, coconut meat, raw","12"
"2559","2559","Nuts, coconut meat, desiccated, unsweetened","12"
"2560","2560","Nuts, coconut meat, desiccated, sweetened, flaked, packaged","12"
"2561","2561","Nuts, coconut meat, desiccated, sweetened, flaked, canned","12"
"2562","2562","Nuts, coconut meat, desiccated, toasted","12"
"2563","2563","Nuts, coconut cream (liquid from grated meat), raw","12"
"2564","2564","Nuts, coconut cream (liquid from grated meat), sweetened, canned","12"
"2565","2565","Nuts, coconut milk (liquid from grated meat and water), canned","12"
"2566","2566","Nuts, coconut water (liquid from coconut)","12"
"2567","2567","Nuts, filberts or hazelnuts, dried","12"
"2568","2568","Nuts, filberts or hazelnuts, dried, blanched","12"
"2569","2569","Nuts, filberts or hazelnuts, dry roasted, unblanched","12"
"2571","2571","Nuts, ginkgo nuts, raw","12"
"2572","2572","Nuts, ginkgo nuts, dried","12"
"2573","2573","Nuts, ginkgo nuts, canned","12"
"2574","2574","Nuts, hickory nuts, dried","12"
"2575","2575","Nuts, macadamia (bushnuts, queensland), raw","12"
"2576","2576","Nuts, macadamia (bushnuts, queensland), oil roasted","12"
"2577","2577","Nuts, mixed nuts, dry roasted with peanuts","12"
"2578","2578","Nuts, mixed nuts, oil roasted with peanuts","12"
"2579","2579","Nuts, mixed nuts, oil roasted without peanuts","12"
"2580","2580","Soybean kernels, roasted, unsalted","16"
"2581","2581","Nuts, simulated product, wheat-based, unflavoured, with salt","12"
"2582","2582","Nuts, pecans, dried","12"
"2583","2583","Nuts, pecans, dry roasted","12"
"2584","2584","Nuts, pecans, oil roasted","12"
"2585","2585","Nuts, pilinuts-canarytree, dried","12"
