"FoodID","FoodCode","FoodDescription","FoodGroupID"
"2","2","Cheese souffle","22"
"4","4","Chop suey, with meat, canned","22"
"5","5","Chinese dish, chow mein, chicken","22"
"6","6","Corn fritter","18"
"7","7","Beef pot roast, with browned potatoes, peas and corn","22"
"8","8","Fried chicken, mashed potatoes and vegetables","22"
"9","9","Meat loaf with tomato sauce, mashed potatoes and peas","22"
"10","10","Sliced turkey with mashed potatoes and peas","22"
"13","13","Vinegar, cider","2"
"14","14","Vinegar, distilled (white)","2"
"16","16","Butter, whipped","1"
"17","17","Butter oil, anhydrous","1"
"18","18","Cheese, blue","1"
"19","19","Cheese, brick","1"
"20","20","Cheese, brie","1"
"21","21","Cheese, camembert","1"
"22","22","Cheese, caraway","1"
"23","23","Cheese, cheshire","1"
"24","24","Cheese, colby","1"
"25","25","Cheese, cottage, creamed (4.5% M.F.)","1"
"26","26","Cheese, cottage, creamed with fruit","1"
"27","27","Cheese, cottage, uncreamed, dry curd (0.4% M.F.)","1"
"28","28","Cheese, cream","1"
"29","29","Cheese, edam","1"
"30","30","Cheese, fontina","1"
"31","31","Cheese, gjetost","1"
"32","32","Cheese, gruyere","1"
"33","33","Cheese, limburger","1"
"34","34","Cheese, monterey","1"
"35","35","Cheese, mozzarella, (48% water, 25% M.F.)","1"
"37","37","Cheese, muenster","1"
"38","38","Cheese, neufchatel","1"
"39","39","Cheese, parmesan, dry grated","1"
"40","40","Cheese, parmesan, hard","1"
"41","41","Cheese, port-salut","1"
"42","42","Cheese, provolone","1"
"43","43","Cheese, ricotta, with whole milk","1"
"44","44","Cheese, ricotta, with partly skimmed milk","1"
"45","45","Cheese, romano","1"
"46","46","Cheese, roquefort (blue)","1"
"47","47","Cheese, swiss (emmental)","1"
"48","48","Cheese, tilsit, with whole milk","1"
"51","51","Cheese, processed, cheddar, cold pack","1"
"52","52","Cheese, processed food, swiss, loaf","1"
"54","54","Cream, whipped, cream topping, pressurized","1"
"55","55","Eggnog, 7% M.F., Canadian product, 4% to 8% M.F.","1"
"56","56","Coffee whitener (non dairy), liquid","1"
"57","57","Dessert topping (non dairy), powdered","1"
"58","58","Dessert topping (non dairy), powdered, prepared with whole milk","1"
"59","59","Dessert topping (non dairy), pressurized","1"
"60","60","Dessert topping (non dairy), frozen, semisolid","1"
"61","61","Milk, fluid, partly skimmed, 2% M.F.","1"
"63","63","Milk, fluid, partly skimmed, 1% M.F.","1"
"66","66","Milk, dry whole","1"
"67","67","Milk, dry, buttermilk, sweet cream","1"
"68","68","Milk, condensed, sweetened, canned","1"
"69","69","Milk, fluid, chocolate, whole","1"
"70","70","Milk, fluid, chocolate, partly skimmed, 2% M.F.","1"
"71","71","Hot chocolate, cocoa, homemade, prepared with 2% milk","14"
"72","72","Milk, fluid, goat, enriched, whole","1"
"73","73","Milk, fluid, human (breast milk), mature","1"
"74","74","Milk, fluid, sheep, whole","1"
"75","75","Milk shake, chocolate, thick","14"
"76","76","Milk shake, vanilla, thick","14"
"77","77","Whey, acid, fluid","1"
"78","78","Whey, acid, dry","1"
"79","79","Whey, sweet, fluid","1"
"80","80","Whey, sweet, dry","1"
"83","83","Egg, chicken, dried, whole","1"
"84","84","Egg, chicken, dried, whole, stabilized","1"
"85","85","Egg, chicken, white, pan dried, flakes","1"
"86","86","Egg, chicken, white, dried, powder, glucose reduced","1"
"87","87","Egg, chicken, yolk, dried","1"
"88","88","Egg, duck, whole, fresh, raw","1"
"89","89","Egg, goose, whole, fresh, raw","1"
"90","90","Egg, quail, whole, fresh, raw","1"
"91","91","Egg, turkey, whole, fresh, raw","1"
"92","92","Butter, unsalted","1"
"93","93","Cheese, parmesan, shredded","1"
"96","96","Cheese, goat, hard, (less than 35% water, 36% M.F.)","1"
"97","97","Cheese, goat, semi-soft, (35% to 55% water, 30% M.F.)","1"
"98","98","Cheese, goat, soft, (more than 55% water, 21% M.F.)","1"
"100","100","Cheese fondue","1"
"101","101","Cheese sauce, homemade","1"
"102","102","Cheese, Mexican, queso anejo","1"
"103","103","Cheese, Mexican, queso asadero","1"
"104","104","Cheese, Mexican, queso chihuahua","1"
"105","105","Cheese, cheddar or colby type, low fat (7% M.F.)","1"
"106","106","Cheese, cheddar or colby type, low sodium","1"
"107","107","Cheese, cottage, (1% M.F.)","1"
"108","108","Cheese, feta","1"
"109","109","Cheese, gouda","1"
"110","110","Cheese, mozzarella, (52% water, 22.5% M.F.)","1"
"111","111","Cheese, mozzarella, partially skim, (52% water, 16.5% M.F.)","1"
"112","112","Milk, evaporated, skim, canned, undiluted, 0.2% M.F.","1"
"113","113","Milk, fluid, whole, pasteurized, homogenized, 3.25% M.F.","1"
"114","114","Milk, fluid, skim","1"
"115","115","Milk, dry, skim, powder, instant","1"
"116","116","Hot chocolate, cocoa, homemade, prepared with whole milk","14"
"117","117","Egg substitute, frozen (yolk replaced)","1"
"118","118","Butter, regular","1"
"119","119","Cheese, cheddar","1"
"120","120","Cheese, cottage, (2% M.F.)","1"
"122","122","Coffee whitener (non dairy), powdered","1"
"123","123","Milk, fluid, whole, producer, 3.7% M.F.","1"
"124","124","Milk, fluid, buttermilk, cultured, 1% M.F.","1"
"125","125","Egg, chicken, whole, fresh or frozen, raw","1"
"126","126","Egg, chicken, white, fresh or frozen, raw","1"
"127","127","Egg, chicken, yolk, fresh or frozen, raw","1"
"129","129","Egg, chicken, whole, cooked, fried","1"
"130","130","Egg, chicken, whole, cooked, boiled in shell, hard-cooked","1"
"132","132","Egg, chicken, whole, cooked, poached","1"
"133","133","Egg, chicken, whole, cooked, scrambled or omelet","1"
"134","134","Milk, dry, skim, powder, regular","1"
"136","136","Cream, table (coffee), 18% M.F.","1"
"137","137","Cream, whipping, 32% M.F.","1"
"138","138","Cream, whipping, 35% M.F.","1"
"139","139","Cream, sour, cultured, 14% M.F","1"
"140","140","Milk, evaporated, whole, canned, undiluted, 7.8% M.F.","1"
"147","147","Cheese, cottage, uncreamed, dry, large or small curd, nonfat","1"
"150","150","Cream, cereal (half and half), 10% M.F.","1"
"151","151","Cream, table (coffee), 15% M.F.","1"
"152","152","Cream, sour, cultured, 18% M.F.","1"
"153","153","Milk, evaporated, partly skimmed, canned, undiluted, 2% M.F.","1"
"160","160","Cheese, calorie-reduced (6% M.F.)","1"
"163","163","Cream, table (coffee), 20% M.F.","1"
"164","164","Dessert, frozen yogourt","19"
"169","169","Spices, allspice, ground","2"
"170","170","Spices, anise seeds","2"
"171","171","Spices, basil, dried","2"
"172","172","Spices, bay leaf","2"
"173","173","Spices, caraway seed","2"
"174","174","Spices, cardamom, ground","2"
"175","175","Spices, celery seed","2"
"176","176","Spices, chervil, dried","2"
"177","177","Spices, chili powder","2"
"178","178","Spices, cinnamon, ground","2"
"179","179","Spices, cloves, ground","2"
"180","180","Spices, coriander leaf (cilantro), dried","2"
"181","181","Spices, coriander seed (cilantro)","2"
"182","182","Spices, cumin seed","2"
"183","183","Spices, curry powder","2"
"184","184","Spices, dill seed","2"
"185","185","Spices, dill weed, dried","2"
"186","186","Spices, fennel seed","2"
"187","187","Spices, fenugreek seed","2"
"188","188","Spices, garlic powder","2"
"189","189","Spices, ginger, ground","2"
"190","190","Spices, mace, ground","2"
"191","191","Spices, marjoram, dried","2"
"192","192","Spices, mustard seed, yellow","2"
"193","193","Spices, nutmeg, ground","2"
"194","194","Spices, onion powder","2"
"195","195","Spices, oregano, ground","2"
"196","196","Spices, paprika","2"
"197","197","Spices, parsley, dried","2"
"198","198","Spices, pepper, black","2"
"199","199","Spices, pepper, red or cayenne","2"
"200","200","spices, pepper, white","2"
"201","201","Spices, poppy seed","2"
"202","202","Spices, poultry seasoning","2"
"203","203","Spices, pumpkin pie spice","2"
"204","204","Spices, rosemary, dried","2"
"205","205","Spices, saffron","2"
"206","206","Spices, sage, ground","2"
"207","207","Spices, savory, ground","2"
"209","209","Spices, tarragon, dried","2"
"210","210","Spices, thyme, dried","2"
"211","211","Spices, turmeric, ground","2"
"212","212","Basil, fresh","2"
"213","213","Spices, dill weed, fresh","2"
"214","214","Salt, table","2"
"215","215","Spices, thyme, fresh","2"
"216","216","Vanilla extract","2"
"217","217","Vanilla extract, imitation, with alcohol","2"
"218","218","Vanilla extract, imitation, without alcohol","2"
"219","219","Grains, barley, malt extract, dried","20"
"232","232","Babyfood, snack, biscuit, mixed grain","3"
"283","283","Babyfood, cereal, barley, with milk powder, dry","3"
"285","285","Babyfood, cereal, mixed grain, dry","3"
"286","286","Babyfood, cereal, mixed grain, prepared with formula or breast milk","3"
"287","287","Babyfood, cereal, mixed grain, with milk powder and fruit, dry","3"
"291","291","Babyfood, cereal, oat, dry","3"
"293","293","Babyfood, cereal, rice, with milk powder and fruit, dry","3"
"394","394","Babyfood, cereal, rice, dry","3"
"414","414","Animal fat, beef tallow","4"
"415","415","Sandwich spread, with chopped pickle, regular, unspecified oil","4"
"416","416","Vegetable oil, rice bran","4"
"417","417","Vegetable oil, wheat germ","4"
"418","418","Vegetable oil, peanut","4"
"419","419","Vegetable oil, soybean","4"
"420","420","Vegetable oil, coconut","4"
"422","422","Vegetable oil, olive","4"
"423","423","Vegetable oil, palm","4"
"424","424","Vegetable oil, sesame","4"
"426","426","Salad dressing, french, homemade, unspecified oil","4"
"428","428","Salad dressing, oil and vinegar, homemade","4"
"429","429","Vegetable oil, cocoa butter","4"
"430","430","Vegetable oil, cottonseed","4"
"432","432","Vegetable oil, safflower, linoleic (70% and over)","4"
"433","433","Vegetable oil, safflower, oleic (70% and over)","4"
"434","434","Vegetable oil, palm kernel","4"
"435","435","Vegetable oil, poppyseed","4"
"436","436","Vegetable oil, grapeseed","4"
"437","437","Vegetable oil, corn","4"
"438","438","Animal fat, mutton tallow","4"
"439","439","Vegetable oil, walnut","4"
"440","440","Vegetable oil, almond","4"
"441","441","Vegetable oil, apricot kernel","4"
"442","442","Vegetable oil, soybean lecithin","4"
"443","443","Vegetable oil, hazelnut","4"
"444","444","Vegetable oil, babassu","4"
"445","445","Animal fat, chicken","4"
"446","446","Shortening, household, soybean (hydrogenated) and palm","4"
"447","447","Animal fat, duck","4"
"448","448","Animal fat, turkey","4"
"449","449","Animal fat, goose","4"
"450","450","Vegetable oil, avocado","4"
"451","451","Vegetable oil, canola","4"
"452","452","Vegetable oil, mustard","4"
"453","453","Vegetable oil, sunflower, oleic (70% and over)","4"
"454","454","Shortening, special purpose, cake and icing (frosting)","4"
"455","455","Shortening, special purpose, baking","4"
"456","456","Vegetable oil, oat","4"
"457","457","Fish oil, cod liver","4"
"458","458","Fish oil, herring","4"
"459","459","Fish oil, menhaden","4"
"460","460","Fish oil, menhaden, fully hydrogenated","4"
"461","461","Fish oil, salmon","4"
"462","462","Fish oil, sardine","4"
"463","463","Shortening, multipurpose, hydrogenated soybean and palm","4"
"464","464","Animal fat, lard (pork)","4"
"523","523","Shortening, industrial, for frying (liquid), soybean","4"
"524","524","Salad dressing, russian, commercial, regular","4"
"525","525","Salad dressing, russian, commercial, low calorie","4"
"526","526","Salad dressing, thousand island, commercial, regular","4"
"527","527","Salad dressing, mayonnaise type, commercial, regular","4"
"528","528","Salad dressing, french, commercial, low calorie","4"
"529","529","Salad dressing, italian, commercial, low Calorie","4"
"530","530","Salad dressing, thousand island, commercial, low calorie","4"
"531","531","Salad dressing, mayonnaise, commercial, regular","4"
"532","532","Salad dressing, italian, commercial, regular","4"
"533","533","Salad dressing, french, commercial, regular","4"
"534","534","Salad dressing, blue or roquefort cheese, commercial, regular","4"
"535","535","Animal fat, native, seal oil","4"
"539","539","Shortening, household, unspecified vegetable and animal oils","4"
"540","540","Shortening, industrial, for frying (liquid), canola","4"
"541","541","Shortening, industrial, for frying (solid), canola","4"
"542","542","Shortening, industrial, for frying (solid), soybean","4"
"543","543","Shortening, industrial, for baking (cake), canola","4"
"544","544","Shortening, industrial, for baking (cake), soybean","4"
"545","545","Shortening, industrial, for baking (pastry), canola","4"
"546","546","Shortening, industrial, for baking (pastry), soybean","4"
"547","547","Shortening, industrial, all purpose, soy and palm","4"
"548","548","Shortening, industrial, all purpose, canola and palm","4"
"550","550","Spread, 20% butter / 80% canola oil","4"
"552","552","Shortening, household, unspecified vegetable oil","4"
"555","555","Chicken, broiler, meat, skin, giblets and neck, raw","5"
"556","556","Chicken, broiler, meat, skin, giblets and neck, batter dipped, fried","5"
"557","557","Chicken, broiler, meat, skin, giblets and neck, flour coated, fried","5"
"558","558","Chicken, broiler, meat, skin, giblets and neck, roasted","5"
"559","559","Chicken, broiler, meat, skin, giblets and neck, stewed","5"
"560","560","Chicken, broiler, meat and skin, raw","5"
"561","561","Chicken, broiler, meat and skin, batter dipped, fried","5"
"562","562","Chicken, broiler, meat and skin, flour coated, fried","5"
"563","563","Chicken, broiler, meat and skin, roasted","5"
"564","564","Chicken, broiler, meat and skin, stewed","5"
"565","565","Chicken, broiler, meat only, raw","5"
"566","566","Chicken, broiler, meat only, fried","5"
"567","567","Chicken, broiler, meat only, roasted","5"
"568","568","Chicken, broiler, meat only, stewed","5"
"569","569","Chicken, broiler, skin only, batter dipped, fried","5"
"570","570","Chicken, broiler, skin only, flour coated, fried","5"
"571","571","Chicken, broiler, giblets, raw","5"
"572","572","Chicken, broiler, giblets, flour coated, fried","5"
"573","573","Chicken, broiler, giblets, simmered","5"
"574","574","Chicken, broiler, gizzard, raw","5"
"575","575","Chicken, broiler, gizzard, simmered","5"
"576","576","Chicken, broiler, heart, raw","5"
"577","577","Chicken, broiler, heart, simmered","5"
"578","578","Chicken, broiler, liver, raw","5"
"579","579","Chicken, broiler, liver, simmered","5"
"580","580","Chicken, broiler, light meat and skin, raw","5"
"581","581","Chicken, broiler, light meat and skin, batter dipped, fried","5"
"582","582","Chicken, broiler, light meat and skin, flour coated, fried","5"
"583","583","Chicken, broiler, light meat and skin, roasted","5"
"584","584","Chicken, broiler, light meat and skin, stewed","5"
"585","585","Chicken, broiler, dark meat and skin, raw","5"
"586","586","Chicken, broiler, dark meat and skin, batter dipped, fried","5"
"587","587","Chicken, broiler, dark meat and skin, flour coated, fried","5"
"588","588","Chicken, broiler, dark meat and skin, roasted","5"
"589","589","Chicken, broiler, dark meat and skin, stewed","5"
"590","590","Chicken, broiler, light meat, raw","5"
"591","591","Chicken, broiler, light meat, fried","5"
"592","592","Chicken, broiler, light meat, roasted","5"
"593","593","Chicken, broiler, light meat, stewed","5"
"594","594","Chicken, broiler, dark meat, raw","5"
"595","595","Chicken, broiler, dark meat, fried","5"
"596","596","Chicken, broiler, dark meat, roasted","5"
"597","597","Chicken, broiler, dark meat, stewed","5"
"598","598","Chicken, broiler, back, meat and skin, batter dipped, fried","5"
"599","599","Chicken, broiler, back, meat and skin, flour coated, fried","5"
"600","600","Chicken, broiler, back, meat, fried","5"
"601","601","Chicken, broiler, breast, meat and skin, batter dipped, fried","5"
"602","602","Chicken, broiler, breast, meat and skin, flour coated, fried","5"
"603","603","Chicken, broiler, breast, meat, fried","5"
"604","604","Chicken, broiler, drumstick, meat and skin, batter dipped, fried","5"
"605","605","Chicken, broiler, drumstick, meat and skin, flour coated, fried","5"
"606","606","Chicken, broiler, drumstick, meat, fried","5"
"607","607","Chicken, broiler, leg, meat and skin, raw","5"
"608","608","Chicken, broiler, leg, meat and skin, batter dipped, fried","5"
"609","609","Chicken, broiler, leg, meat and skin, flour coated, fried","5"
"610","610","Chicken, broiler, leg, meat and skin, roasted","5"
"611","611","Chicken, broiler, leg, meat and skin, stewed","5"
"612","612","Chicken, broiler, leg, meat, raw","5"
"613","613","Chicken, broiler, leg, meat, fried","5"
"614","614","Chicken, broiler, leg, meat, roasted","5"
"615","615","Chicken, broiler, leg, meat, stewed","5"
"616","616","Chicken, broiler, neck, meat and skin, raw","5"
"617","617","Chicken, broiler, neck, meat and skin, batter dipped, fried","5"
"618","618","Chicken, broiler, neck, meat and skin, flour coated, fried","5"
"619","619","Chicken, broiler, neck, meat and skin, simmered","5"
"620","620","Chicken, broiler, neck, meat, raw","5"
"621","621","Chicken, broiler, neck, meat, fried","5"
"622","622","Chicken, broiler, neck, meat, simmered","5"
"623","623","Chicken, broiler, thigh, meat and skin, batter dipped, fried","5"
"624","624","Chicken, broiler, thigh, meat and skin, flour coated, fried","5"
"625","625","Chicken, broiler, thigh, meat, fried","5"
"626","626","Chicken, broiler, wing, meat and skin, raw","5"
"627","627","Chicken, broiler, wing, meat and skin, batter dipped, fried","5"
"628","628","Chicken, broiler, wing, meat and skin, flour coated, fried","5"
"629","629","Chicken, broiler, wing, meat and skin,  roasted","5"
"630","630","Chicken, broiler, wing, meat and skin, stewed","5"
"631","631","Chicken, broiler, wing, meat, raw","5"
"632","632","Chicken, broiler, wing, meat, fried","5"
"633","633","Chicken, broiler, wing, meat, roasted","5"
"634","634","Chicken, broiler, wing, meat, stewed","5"
"635","635","Chicken, roasting, meat, skin, giblets and neck, raw","5"
"636","636","Chicken, roasting, meat, skin, giblets and neck, roasted","5"
"637","637","Chicken, roasting, meat and skin, raw","5"
"638","638","Chicken, roasting, meat and skin, roasted","5"
"639","639","Chicken, roasting, meat only, raw","5"
"640","640","Chicken, roasting, meat only, roasted","5"
"641","641","Chicken, roasting, giblets, raw","5"
"642","642","Chicken, roasting, giblets, simmered","5"
"643","643","Chicken, roasting, light meat, raw","5"
"644","644","Chicken, roasting, light meat, roasted","5"
"645","645","Chicken, stewing, meat, skin, giblets and neck, raw","5"
"646","646","Chicken, stewing, meat, skin, giblets and neck, stewed","5"
"647","647","Chicken, stewing, meat and skin, raw","5"
"648","648","Chicken, stewing, meat and skin, stewed","5"
"649","649","Chicken, stewing, meat only, raw","5"
"650","650","Chicken, stewing, giblets, raw","5"
"651","651","Chicken, stewing, giblets, simmered","5"
"652","652","Chicken, stewing, light meat only, raw","5"
"653","653","Chicken, stewing, light meat only, stewed","5"
"654","654","Chicken, stewing, dark meat only, raw","5"
"655","655","Chicken, stewing, dark meat only, stewed","5"
"656","656","Chicken, capons, meat, skin, giblets and neck, raw","5"
"657","657","Chicken, capons, meat, skin, giblets and neck, roasted","5"
"658","658","Chicken, capon, meat and skin, raw","5"
"659","659","Chicken, capon, meat and skin, roasted","5"
"660","660","Chicken, capon, giblets, raw","5"
"661","661","Chicken, capon, giblets, simmered","5"
"662","662","Duck, domesticated, meat and skin, raw","5"
"663","663","Duck, domesticated, meat and skin, roasted","5"
"664","664","Duck, domesticated, meat only, raw","5"
"665","665","Duck, domesticated, meat only, roasted","5"
"666","666","Duck, domesticated, liver, raw","5"
"667","667","Duck, wild, native, meat and skin, raw","5"
"668","668","Duck, wild, native, breast, meat only, raw","5"
"669","669","Goose, domesticated, meat and skin, raw","5"
"670","670","Goose, domesticated, meat and skin, roasted","5"
"671","671","Goose, domesticated, meat only, raw","5"
"672","672","Goose, domesticated, meat only, roasted","5"
"673","673","Goose, domesticated, liver, raw","5"
"674","674","Guinea, meat and skin, raw","5"
"675","675","Guinea, meat only, raw","5"
"676","676","Pheasant, meat and skin, raw","5"
"677","677","Pheasant, meat only, raw","5"
"678","678","Pheasant, breast, meat only, raw","5"
"679","679","Pheasant, leg, meat only, raw","5"
"680","680","Quail, meat and skin, raw","5"
"681","681","Quail, meat only, raw","5"
"682","682","Quail, breast, meat only, raw","5"
"683","683","Squab (pigeon), meat and skin, raw","5"
"684","684","Squab (pigeon), meat only, raw","5"
"685","685","Squab (pigeon), breast, meat only, raw","5"
"688","688","Turkey, all classes, meat and skin, raw","5"
"689","689","Turkey, all classes, meat and skin, roasted","5"
"690","690","Turkey, all classes, meat only, raw","5"
"691","691","Turkey, all classes, meat only, roasted","5"
"692","692","Turkey, all classes, skin and separable fat only, raw","5"
"693","693","Turkey, all classes, skin and separable fat only, roasted","5"
"694","694","Turkey, all classes, giblets, raw","5"
"695","695","Turkey, all classes, giblets, simmered","5"
"696","696","Turkey, all classes, gizzard, raw","5"
"697","697","Turkey, all classes, gizzard, simmered","5"
"698","698","Turkey, all classes, heart, raw","5"
"699","699","Turkey, all classes, heart, simmered","5"
"700","700","Turkey, all classes, liver, raw","5"
"701","701","Turkey, all classes, liver, simmered","5"
"702","702","Turkey, all classes, neck, meat only, raw","5"
"703","703","Turkey, all classes, neck, meat only, simmered","5"
"704","704","Turkey, all classes, light meat and skin, raw","5"
"705","705","Turkey, all classes, light meat and skin, roasted","5"
"706","706","Turkey, all classes, dark meat and skin, raw","5"
"707","707","Turkey, all classes, dark meat and skin, roasted","5"
"708","708","Turkey, all classes, light meat only, raw","5"
"709","709","Turkey, all classes, light meat only, roasted","5"
"710","710","Turkey, all classes, dark meat only, raw","5"
"711","711","Turkey, all classes, dark meat only, roasted","5"
"712","712","Turkey, all classes, back, meat and skin, raw","5"
"713","713","Turkey, all classes, back, meat and skin, roasted","5"
"714","714","Turkey, all classes, breast, meat and skin, raw","5"
"715","715","Turkey, all classes, breast, meat and skin, roasted","5"
"716","716","Turkey, all classes, leg, meat and skin, raw","5"
"717","717","Turkey, all classes, leg, meat and skin, roasted","5"
"718","718","Turkey, all classes, wing, meat and skin, raw","5"
"719","719","Turkey, all classes, wing, meat and skin, roasted","5"
"722","722","Turkey, broiler, meat and skin, raw","5"
"723","723","Turkey, broiler, meat and skin, roasted","5"
"724","724","Turkey, broiler, meat only, raw","5"
"725","725","Turkey, broiler, meat only, roasted","5"
"728","728","Turkey, broiler, light meat and skin, raw","5"
"729","729","Turkey, broiler, light meat and skin, roasted","5"
"730","730","Turkey, broiler, dark meat and skin, raw","5"
"731","731","Turkey, broiler, dark meat and skin, roasted","5"
"732","732","Turkey, broiler, light meat only, raw","5"
"733","733","Turkey, broiler, light meat only, roasted","5"
"734","734","Turkey, broiler, dark meat only, raw","5"
"735","735","Turkey, broiler, dark meat only, roasted","5"
"740","740","Turkey, broiler, breast, meat and skin, raw","5"
"741","741","Turkey, broiler, breast, meat and skin, roasted","5"
"742","742","Turkey, broiler, breast, meat only, raw","5"
"743","743","Turkey, broiler, breast, meat only, roasted","5"
"744","744","Turkey, broiler, leg, meat and skin, raw","5"
"745","745","Turkey, broiler, leg, meat and skin, roasted","5"
"746","746","Turkey, broiler, leg, meat only, raw","5"
"747","747","Turkey, broiler, leg, meat only, roasted","5"
"748","748","Turkey, broiler, wing, meat and skin, raw","5"
"749","749","Turkey, broiler, wing, meat and skin, roasted","5"
"750","750","Turkey, broiler, wing, meat only, raw","5"
"751","751","Turkey, broiler, wing, meat only, roasted","5"
"754","754","Turkey, hen, meat and skin, raw","5"
"755","755","Turkey, hen, meat and skin, roasted","5"
"756","756","Turkey, hen, meat only, raw","5"
"757","757","Turkey, hen, meat only, roasted","5"
"760","760","Turkey, hen, light meat and skin, raw","5"
"761","761","Turkey, hen, light meat and skin, roasted","5"
"762","762","Turkey, hen, dark meat and skin, raw","5"
"763","763","Turkey, hen, dark meat and skin, roasted","5"
"764","764","Turkey, hen, light meat only, raw","5"
"765","765","Turkey, hen, light meat only, roasted","5"
"766","766","Turkey, hen, dark meat only, raw","5"
"767","767","Turkey, hen, dark meat only, roasted","5"
"770","770","Turkey, hen, breast, meat and skin, raw","5"
"771","771","Turkey, hen, breast, meat and skin, roasted","5"
"772","772","Turkey, hen, leg, meat and skin, raw","5"
"773","773","Turkey, hen, leg, meat and skin, roasted","5"
"774","774","Turkey, hen, wing, meat and skin, raw","5"
"775","775","Turkey, hen, wing, meat and skin, roasted","5"
"778","778","Turkey, tom, meat and skin, raw","5"
"779","779","Turkey, tom, meat and skin, roasted","5"
"780","780","Turkey, tom, meat only, raw","5"
"781","781","Turkey, tom, meat only, roasted","5"
"784","784","Turkey, tom, light meat and skin, raw","5"
"785","785","Turkey, tom, light meat and skin, roasted","5"
"786","786","Turkey, tom, dark meat and skin, raw","5"
"787","787","Turkey, tom, dark meat and skin, roasted","5"
"788","788","Turkey, tom, light meat only, raw","5"
"789","789","Turkey, tom, light meat only, roasted","5"
"790","790","Turkey, tom, dark meat only, raw","5"
"791","791","Turkey, tom, dark meat only, roasted","5"
"794","794","Turkey, tom, breast, meat and skin, raw","5"
"795","795","Turkey, tom, breast, meat and skin, roasted","5"
"796","796","Turkey, tom, leg, meat and skin, raw","5"
"797","797","Turkey, tom, leg, meat and skin, roasted","5"
"798","798","Turkey, tom, wing, meat and skin, raw","5"
"799","799","Turkey, tom, wing, meat and skin, roasted","5"
"800","800","Poultry food products, chicken, flaked, canned, deboned with broth","5"
"802","802","Poultry food products, turkey, canned, boned, with broth","5"
"804","804","Poultry food products, turkey and gravy, frozen","5"
"805","805","Poultry food products, turkey patties, breaded, battered and fried","5"
"810","810","Poultry food products, turkey sticks, breaded, battered, fried","5"
"811","811","Poultry, mechanically deboned, from backs and necks with skin, raw","5"
"812","812","Poultry, mechanically deboned, from backs and necks only, raw","5"
"813","813","Poultry, mechanically deboned, mature hens, raw","5"
"815","815","Turkey, all classes, ground, raw","5"
"816","816","Turkey, all classes, ground, cooked","5"
"817","817","Chicken, cornish game hens, meat and skin, raw","5"
"818","818","Chicken, cornish game hens, meat and skin, roasted","5"
"819","819","Chicken, cornish game hens, meat only, raw","5"
"820","820","Chicken, cornish game hens, meat only, roasted","5"
"821","821","Chicken, stewing, meat only, stewed","5"
"822","822","Chicken, broiler, skin only, raw","5"
"823","823","Chicken, broiler, skin only, roasted","5"
"824","824","Chicken, broiler, skin only, stewed","5"
"831","831","Chicken, broiler, separable fat, raw","5"
"832","832","Chicken, broiler, back, meat and skin, raw","5"
"833","833","Chicken, broiler, back, meat and skin, roasted","5"
"834","834","Chicken, broiler, back, meat and skin, stewed","5"
"835","835","Chicken, broiler, back, meat, raw","5"
"836","836","Chicken, broiler, back, meat, roasted","5"
"837","837","Chicken, broiler, back, meat, stewed","5"
"838","838","Chicken, broiler, breast, meat and skin, raw","5"
"839","839","Chicken, broiler, breast, meat and skin, roasted","5"
"840","840","Chicken, broiler, breast, meat and skin, stewed","5"
"841","841","Chicken, broiler, breast, skinless, boneless, meat, raw","5"
"842","842","Chicken, broiler, breast, meat, roasted","5"
"843","843","Chicken, broiler, breast, meat, stewed","5"
"844","844","Chicken, broiler, drumstick, meat and skin, raw","5"
"845","845","Chicken, broiler, drumstick, meat and skin, roasted","5"
"846","846","Chicken, broiler, drumstick, meat and skin, stewed","5"
"847","847","Chicken, broiler, drumstick, meat, raw","5"
"848","848","Chicken, broiler, drumstick, meat, roasted","5"
"849","849","Chicken, broiler, drumstick, meat, stewed","5"
"850","850","Chicken, broiler, thigh, meat and skin, raw","5"
"851","851","Chicken, broiler, thigh, meat and skin, roasted","5"
"852","852","Chicken, broiler, thigh, meat and skin,  stewed","5"
"853","853","Chicken, broiler, thigh, meat, raw","5"
"854","854","Chicken, broiler, thigh, meat, roasted","5"
"855","855","Chicken, broiler, thigh, meat, stewed","5"
"886","886","Poultry food products, chicken, canned, flaked","5"
"887","887","Poultry food products, turkey, canned, flaked","5"
"918","918","Chicken, ground, lean, raw","5"
"919","919","Chicken, ground, lean, cooked","5"
"923","923","Soup, cream, asparagus, canned, condensed","6"
"924","924","Soup, bean with bacon, canned, condensed","6"
"926","926","Soup, bean with ham, ready-to-serve","6"
"927","927","Soup, broth, beef, ready-to-serve","6"
"928","928","Soup, beef noodle, canned, condensed","6"
"929","929","Soup, cream, celery, canned, condensed","6"
"930","930","Soup, cheddar cheese, canned, condensed","6"
"931","931","Soup, broth, chicken, canned, condensed","6"
"932","932","Soup, chicken chowder (a la king), ready-to-serve","6"
"933","933","Soup, cream, chicken, canned, condensed","6"
"934","934","Soup, chicken gumbo, canned, condensed","6"
"935","935","Soup, chicken noodle,  ready-to-serve","6"
"936","936","Soup, chicken noodle, canned, condensed","6"
"937","937","Soup, chicken rice, ready-to-serve","6"
"938","938","Soup, chicken rice, canned, condensed","6"
"939","939","Soup, chicken vegetable (includes gumbo), ready-to-serve","6"
